From,To,Distance
"Albatross Bay, Australia","Selat Lombok, Indonesia",1583
"Albatross Bay, Australia","Selat Wetar, Indonesia",872
"Albatross Bay, Australia","Tjilatjap, Indonesia",1961
"Albatross Bay, Australia","Torres Strait, Australia",156
"Albatross Bay, Australia","Zamboanga, Philippines",1681
"Alcudia, Balearic Islands","Barcelona, Spain",114
"Alcudia, Balearic Islands","Oran, Algeria",281
"Alcudia, Balearic Islands","Port Said, Egypt",1536
"Aleksandrovsk Sakhalinskiy, Russia","Jakarta, Indonesia",3942
"Aleksandrovsk- Sakhalinskiy, Russia","Bangkok, Thailand",3639
"Aleksandrovsk- Sakhalinskiy, Russia","Bukhta Shelikohova, Kuril Islands, Russia",934
"Aleksandrovsk- Sakhalinskiy, Russia","Busan, South Korea",1118
"Aleksandrovsk- Sakhalinskiy, Russia","Dagu, China",1807
"Aleksandrovsk- Sakhalinskiy, Russia","Dalian, China",1648
"Aleksandrovsk- Sakhalinskiy, Russia","Diego, California, United States",4779
"Aleksandrovsk- Sakhalinskiy, Russia","Hakodate, Japan",631
"Aleksandrovsk- Sakhalinskiy, Russia","Ho Chi Minh, Vietnam",3105
"Aleksandrovsk- Sakhalinskiy, Russia",Hong Kong,2250
"Aleksandrovsk- Sakhalinskiy, Russia","Honolulu, Hawaii, United States",3589
"Aleksandrovsk- Sakhalinskiy, Russia","Incheon, South Korea",1507
"Aleksandrovsk- Sakhalinskiy, Russia","Jakarta, Indonesia",3942
"Aleksandrovsk- Sakhalinskiy, Russia","Kasatka, Japan",595
"Aleksandrovsk- Sakhalinskiy, Russia","Kobe, Japan",1384
"Aleksandrovsk- Sakhalinskiy, Russia","Lo Hsing-Ta Mao-Ti, China",1868
"Aleksandrovsk- Sakhalinskiy, Russia","Los Angeles, California, United States",4687
"Aleksandrovsk- Sakhalinskiy, Russia","Manila, Philippines",2507
"Aleksandrovsk- Sakhalinskiy, Russia","Matsuga-Hana, Japan",589
"Aleksandrovsk- Sakhalinskiy, Russia","Mogpo, South Korea",1330
"Aleksandrovsk- Sakhalinskiy, Russia","Moskal’Vo, Russia",230
"Aleksandrovsk- Sakhalinskiy, Russia","Nagasaki, Japan",1253
"Aleksandrovsk- Sakhalinskiy, Russia","Nampo, North Korea",1601
"Aleksandrovsk- Sakhalinskiy, Russia","Nikolayevsk-Na-Amure, Russia",162
"Aleksandrovsk- Sakhalinskiy, Russia","Osaka, Japan",1394
"Aleksandrovsk- Sakhalinskiy, Russia","Pago Pago, American Samoa",4765
"Aleksandrovsk- Sakhalinskiy, Russia","Petropavlovsk-Kamchatskiy, Russia",1158
"Aleksandrovsk- Sakhalinskiy, Russia","Port Darwin, Australia",4041
"Aleksandrovsk- Sakhalinskiy, Russia","Qingdao, China",1602
"Aleksandrovsk- Sakhalinskiy, Russia","Qinhuangdao, China",1750
"Aleksandrovsk- Sakhalinskiy, Russia","San Francisco, California, United States",4373
"Aleksandrovsk- Sakhalinskiy, Russia","Seattle, Washington, United States",4108
"Aleksandrovsk- Sakhalinskiy, Russia","Selat Sunda, Indonesia",3961
"Aleksandrovsk- Sakhalinskiy, Russia","Shanghai, China",1597
"Aleksandrovsk- Sakhalinskiy, Russia",Singapore,3608
"Aleksandrovsk- Sakhalinskiy, Russia","Tomari, Japan",542
"Aleksandrovsk- Sakhalinskiy, Russia","Vladivostok, Russia",713
"Aleksandrovsk- Sakhalinskiy, Russia","Weihai, China",1579
"Aleksandrovsk- Sakhalinskiy, Russia","Weonsan, South Korea",972
"Aleksandrovsk- Sakhalinskiy, Russia","Xiamen, China",1991
"Aleksandrovsk- Sakhalinskiy, Russia","Yantai, China",1613
"Aleksandrovsk- Sakhalinskiy, Russia","Yokohama, Japan",1143
"Aleksandrovsk-Sakhalinskiy, Russia","Bangkok, Thailand",3639
"Aleksandrovsk-Sakhalinskiy, Russia","Bukta Shelikhova, Kuril Islands, Russia",934
"Aleksandrovsk-Sakhalinskiy, Russia","Busan, South Korea",1118
"Aleksandrovsk-Sakhalinskiy, Russia","Dagu, China",1807
"Aleksandrovsk-Sakhalinskiy, Russia","Dalian, China",1648
"Aleksandrovsk-Sakhalinskiy, Russia","Hakodate, Japan",631
"Aleksandrovsk-Sakhalinskiy, Russia","Ho Chi Minh, Vietnam",3105
"Aleksandrovsk-Sakhalinskiy, Russia",Hong Kong,2250
"Aleksandrovsk-Sakhalinskiy, Russia","Honolulu, Hawaii, United States",3589
"Aleksandrovsk-Sakhalinskiy, Russia","Iligan, Philippines",2763
"Aleksandrovsk-Sakhalinskiy, Russia","Incheon, South Korea",1507
"Aleksandrovsk-Sakhalinskiy, Russia","Kobe, Japan",1384
"Aleksandrovsk-Sakhalinskiy, Russia","Lo-Hsing-Ta Mao-Ti, China",1868
"Aleksandrovsk-Sakhalinskiy, Russia","Los Angeles, California, United States",4687
"Aleksandrovsk-Sakhalinskiy, Russia","Manila, Philippines",2507
"Aleksandrovsk-Sakhalinskiy, Russia","Mogpo, South Korea",1330
"Aleksandrovsk-Sakhalinskiy, Russia","Moskal’Vo, Russia",230
"Aleksandrovsk-Sakhalinskiy, Russia","Nagasaki, Japan",1253
"Aleksandrovsk-Sakhalinskiy, Russia","Nampo, North Korea",1601
"Aleksandrovsk-Sakhalinskiy, Russia","Nasipit, Philippines",2706
"Aleksandrovsk-Sakhalinskiy, Russia","Nikolayevsk-Na-Amure, Russia",162
"Aleksandrovsk-Sakhalinskiy, Russia","Osaka, Japan",1394
"Aleksandrovsk-Sakhalinskiy, Russia","Pago Pago, American Samoa",4765
"Aleksandrovsk-Sakhalinskiy, Russia","Petropavlovsk- Kamchatskiy, Russia",1158
"Aleksandrovsk-Sakhalinskiy, Russia","Port Darwin, Australia",4041
"Aleksandrovsk-Sakhalinskiy, Russia","Qingdao, China",1602
"Aleksandrovsk-Sakhalinskiy, Russia","Qinhuangdao, China",1755
"Aleksandrovsk-Sakhalinskiy, Russia","San Diego, California, United States",4779
"Aleksandrovsk-Sakhalinskiy, Russia","San Francisco, California, United States",4372
"Aleksandrovsk-Sakhalinskiy, Russia","Seattle, Washington, United States",4108
"Aleksandrovsk-Sakhalinskiy, Russia","Selat Sunda, Indonesia",3961
"Aleksandrovsk-Sakhalinskiy, Russia","Shanghai, China",1597
"Aleksandrovsk-Sakhalinskiy, Russia",Singapore,3608
"Aleksandrovsk-Sakhalinskiy, Russia","Sriracha, Thailand",3749
"Aleksandrovsk-Sakhalinskiy, Russia","Tatibana Ko, Japan",1363
"Aleksandrovsk-Sakhalinskiy, Russia","Tomari, Japan",542
"Aleksandrovsk-Sakhalinskiy, Russia","Vladivostok, Russia",713
"Aleksandrovsk-Sakhalinskiy, Russia","Weihai, China",1579
"Aleksandrovsk-Sakhalinskiy, Russia","Weonsan, North Korea",972
"Aleksandrovsk-Sakhalinskiy, Russia","Xiamen, China",1991
"Aleksandrovsk-Sakhalinskiy, Russia","Yantai, China",1613
"Aleksandrovsk-Sakhalinskiy, Russia","Yokohama, Japan",1143
"Alesund, Norway","Bergen, Norway",167
"Alesund, Norway","Klaksvig, Faroe Islands",355
"Alesund, Norway","London, England",733
"Alesund, Norway","Reykjavik, Iceland",848
"Alesund, Norway","Skagens Odde, Denmark",450
"Alesund, Norway","Sorvagur, Faroe Islands",376
"Alesund, Norway","Trangisvaag, Faroe Islands",367
"Alexandria, Egypt","Al Latakia, Syria",402
"Alexandria, Egypt","Algiers, Algeria",1393
"Alexandria, Egypt","Alicante, Spain",1560
"Alexandria, Egypt","Ancona, Italy",1096
"Alexandria, Egypt","Annaba, Algeria",1169
"Alexandria, Egypt","Antalya, Turkey",349
"Alexandria, Egypt","Arbatax, Italy",1142
"Alexandria, Egypt","Ashdod, Israel",266
"Alexandria, Egypt","Augusta, Sicily",819
"Alexandria, Egypt","Ayios Nikolaos, Greece",343
"Alexandria, Egypt","Banghazi, Libya",541
"Alexandria, Egypt","Banzart, Tunisia",1064
"Alexandria, Egypt","Barcelona, Spain",1482
"Alexandria, Egypt","Bari, Italy",890
"Alexandria, Egypt","Beirut, Lebanon",341
"Alexandria, Egypt","Bilhorod- Dnistrovs’Kyy, Ukraine",1106
"Alexandria, Egypt","Brindisi, Italy",831
"Alexandria, Egypt","Burgas, Bulgaria",848
"Alexandria, Egypt","Cagliari, Sardinia",1136
"Alexandria, Egypt","Cartagena, Spain",1585
"Alexandria, Egypt","Castellammare Di Stabia, Italy",1003
"Alexandria, Egypt","Castellon, Spain",1545
"Alexandria, Egypt","Catania, Sicily",828
"Alexandria, Egypt","Ceuta, Morocco",1802
"Alexandria, Egypt","Es Sider, Libya",657
"Alexandria, Egypt","Famagusta, Cyprus",340
"Alexandria, Egypt","Gemlick, Turkey",722
"Alexandria, Egypt","Genova, Italy",1316
"Alexandria, Egypt",Gibraltar,1805
"Alexandria, Egypt","Haifa, Israel",295
"Alexandria, Egypt","Illichivs’K, Ukraine",1106
"Alexandria, Egypt","Iraklion, Kriti",372
"Alexandria, Egypt","Istanbul, Turkey",742
"Alexandria, Egypt","Izmir, Turkey",547
"Alexandria, Egypt","Kali Limenes, Kriti, Greece",338
"Alexandria, Egypt","La Nouvelle, France",1480
"Alexandria, Egypt","La Spezia, Italy",1280
"Alexandria, Egypt","Limassol, Cyprus",272
"Alexandria, Egypt","Livorno, Italy",1244
"Alexandria, Egypt","Mahon, Balearic Islands",1349
"Alexandria, Egypt","Malaga, Spain",1752
"Alexandria, Egypt","Marsa Al Burayqah, Libya",640
"Alexandria, Egypt","Marseille, France",140
"Alexandria, Egypt","Messina, Sicily",834
"Alexandria, Egypt","Messina, Sicily, Italy",834
"Alexandria, Egypt","Moni Anchorage, Cyprus",274
"Alexandria, Egypt","Napoli, Italy",1005
"Alexandria, Egypt","Navarino Bay, Greece",539
"Alexandria, Egypt","Odessa, Ukraine",1090
"Alexandria, Egypt","Oran, Algeria",1590
"Alexandria, Egypt","Palermo, Sicily",950
"Alexandria, Egypt","Palermo, Sicily, Italy",950
"Alexandria, Egypt","Palma, Balearic Islands",1435
"Alexandria, Egypt","Paphos, Cyprus",256
"Alexandria, Egypt","Piraievs, Greece",515
"Alexandria, Egypt","Port Said, Egypt",164
"Alexandria, Egypt","Portovesme, Italy",1160
"Alexandria, Egypt","Poti, Georgia",1337
"Alexandria, Egypt","Ras Al Unuf, Libya",656
"Alexandria, Egypt","Ravenna, Italy",1159
"Alexandria, Egypt","Rijeka, Croatia",1166
"Alexandria, Egypt","Savona, Italy",1326
"Alexandria, Egypt","Sibenik, Croatia",1039
"Alexandria, Egypt","Siracusa, Sicily",809
"Alexandria, Egypt","Siracusa, Sicily, Italy",809
"Alexandria, Egypt","Sochi, Russia",1251
"Alexandria, Egypt","Soudha, Kriti",425
"Alexandria, Egypt","Split, Croatia",1024
"Alexandria, Egypt","St. Louis Du Rhone, France",413
"Alexandria, Egypt",Strait Of Gibraltar,1822
"Alexandria, Egypt","Tarabulus, Libya",866
"Alexandria, Egypt","Taranto, Italy",844
"Alexandria, Egypt","Thessaloniki, Greece",678
"Alexandria, Egypt","Toulon, France",1376
"Alexandria, Egypt","Trieste, Italy",1200
"Alexandria, Egypt","Tuapse, Russia",1232
"Alexandria, Egypt","Tubruq, Libya",308
"Alexandria, Egypt","Tunis, Tunisia",1051
"Alexandria, Egypt","Valencia, Spain",1559
"Alexandria, Egypt","Valletta, Malta",823
"Alexandria, Egypt","Varna, Bulgaria",871
"Alexandria, Egypt","Venezia, Italy",1208
"Alexandria, Egypt","Volos, Greece",620
"Alexandria, Egypt","Yalta, Russia",1062
"Alexandroupolis, Greece","Istanbul, Turkey",200
"Alexandroupolis, Greece","Port Said, Egypt",699
"Alexandroupolis, Greece",Strait Of Gibraltar,1716
"Alexandroupolis, Greece","Thessaloniki, Greece",191
"Alexandroupolis, Greece","Volos, Greece",205
"Alexandrovsk-Sakhalinskiy, Russia","Puerto Princesa, Philippines",2800
"Algeciras, Spain","Cartagena, Spain",238
"Algeciras, Spain","Oran, Algeria",229
"Algeciras, Spain","Palermo, Sicily",924
"Algeciras, Spain","Palermo, Sicily, Italy",924
"Algeciras, Spain","Port Said, Egypt",1927
"Algeciras, Spain",Strait Of Gibraltar,25
"Algiers, Algeria","Alexandria, Egypt",1393
"Algiers, Algeria","Alicante, Spain",198
"Algiers, Algeria","Ancona, Italy",1153
"Algiers, Algeria","Annaba, Algeria",246
"Algiers, Algeria","Arbatax, Italy",389
"Algiers, Algeria","Argostolion, Greece",862
"Algiers, Algeria","Arzew, Algeria",186
"Algiers, Algeria","Banghazi, Libya",927
"Algiers, Algeria","Banzart, Tunisia",340
"Algiers, Algeria","Bar, Montenegro",943
"Algiers, Algeria","Barcelona, Spain",282
"Algiers, Algeria","Bari, Italy",946
"Algiers, Algeria","Bat’Umi, Georgia",1963
"Algiers, Algeria","Beirut, Lebanon",1605
"Algiers, Algeria","Brindisi, Italy",888
"Algiers, Algeria","Burgas, Bulgaria",1510
"Algiers, Algeria","Cagliari, Sardinia",332
"Algiers, Algeria","Cannes, France",446
"Algiers, Algeria","Cartagena, Spain",208
"Algiers, Algeria","Ceuta, Morocco",417
"Algiers, Algeria","Dhekelia, Cyprus",1514
"Algiers, Algeria","Es Sider, Libya",917
"Algiers, Algeria","Genova, Italy",531
"Algiers, Algeria","Ghazaouet, Algeria",278
"Algiers, Algeria",Gibraltar,420
"Algiers, Algeria","Haifa, Israel",1602
"Algiers, Algeria","Iraklion, Kriti",1087
"Algiers, Algeria","Istanbul, Turkey",1376
"Algiers, Algeria","Izmir, Turkey",1221
"Algiers, Algeria","Kali Limenes, Kriti, Greece",1071
"Algiers, Algeria","Kavala, Greece",1260
"Algiers, Algeria","Koper, Slovenia",1236
"Algiers, Algeria","La Nouvelle, France",382
"Algiers, Algeria","La Spezia, Italy",540
"Algiers, Algeria","Livorno, Italy",528
"Algiers, Algeria","Mahon, Balearic Islands",200
"Algiers, Algeria","Malaga, Spain",368
"Algiers, Algeria","Marseille, France",410
"Algiers, Algeria","Megara, Greece",1077
"Algiers, Algeria","Mersa Al Hamra, Egypt",1347
"Algiers, Algeria","Messina, Sicily",621
"Algiers, Algeria","Messina, Sicily, Italy",621
"Algiers, Algeria","Moni Anchorage, Cyprus",1482
"Algiers, Algeria","Mostaganem, Algeria",172
"Algiers, Algeria","Napoli, Italy",582
"Algiers, Algeria","Navarino Bay, Greece",902
"Algiers, Algeria","Odessa, Ukraine",1724
"Algiers, Algeria","Oran, Algeria",205
"Algiers, Algeria","Palermo, Sicily",513
"Algiers, Algeria","Palermo, Sicily, Italy",513
"Algiers, Algeria","Piraievs, Greece",1022
"Algiers, Algeria","Port Said, Egypt",1514
"Algiers, Algeria","Rhodes, Greece",1224
"Algiers, Algeria","Rijeka, Croatia",1220
"Algiers, Algeria","Savona, Italy",518
"Algiers, Algeria","Sibenik, Croatia",1094
"Algiers, Algeria","Siracusa, Sicily",626
"Algiers, Algeria","Siracusa, Sicily, Italy",626
"Algiers, Algeria","Skikda, Algeria",200
"Algiers, Algeria","Skikid, Algeria",200
"Algiers, Algeria","Split, Croatia",1079
"Algiers, Algeria",Strait Of Gibraltar,437
"Algiers, Algeria","Tarabulus, Libya",665
"Algiers, Algeria","Taranto, Italy",841
"Algiers, Algeria","Thessaloniki, Greece",1270
"Algiers, Algeria","Toulon, France",406
"Algiers, Algeria","Trieste, Italy",1254
"Algiers, Algeria","Tunis, Tunisia",392
"Algiers, Algeria","Valencia, Spain",230
"Algiers, Algeria","Valletta, Malta",576
"Algiers, Algeria","Varna, Bulgaria",1533
"Algiers, Algeria","Venezia, Italy",1264
"Algiers, Algeria","Volos, Greece",1211
"Algiers, Algeria","Zueitina, Libya",966
"Alicante, Spain","Alexandria, Egypt",1560
"Alicante, Spain","Algiers, Algeria",198
"Alicante, Spain","Almeria, Spain",155
"Alicante, Spain","Ancona, Italy",1308
"Alicante, Spain","Annaba, Algeria",419
"Alicante, Spain","Argostolion, Greece",1015
"Alicante, Spain","Arzew, Algeria",152
"Alicante, Spain","Banghazi, Libya",1094
"Alicante, Spain","Banzart, Tunisia",507
"Alicante, Spain","Barcelona, Spain",228
"Alicante, Spain","Bari, Italy",1100
"Alicante, Spain","Beirut, Lebanon",1772
"Alicante, Spain","Brindisi, Italy",1042
"Alicante, Spain","Cagliari, Sardinia",473
"Alicante, Spain","Ceuta, Morocco",299
"Alicante, Spain","Civitavecchia, Italy",616
"Alicante, Spain","Genova, Italy",564
"Alicante, Spain","Ghazaouet, Algeria",209
"Alicante, Spain",Gibraltar,300
"Alicante, Spain","Haifa, Israel",1769
"Alicante, Spain","Iraklion, Kriti",1254
"Alicante, Spain","Istanbul, Turkey",1540
"Alicante, Spain","Izmir, Turkey",1386
"Alicante, Spain","Kali Limenes, Kriti, Greece",1231
"Alicante, Spain","La Spezia, Italy",588
"Alicante, Spain","Livorno, Italy",585
"Alicante, Spain","Malaga, Spain",248
"Alicante, Spain","Marseille, France",406
"Alicante, Spain","Megara, Greece",1240
"Alicante, Spain","Melilla, Morocco",224
"Alicante, Spain","Mers El Kebir, Algeria",160
"Alicante, Spain","Mersa Al Hamra, Egypt",1510
"Alicante, Spain","Messina, Sicily",776
"Alicante, Spain","Messina, Sicily, Italy",776
"Alicante, Spain","Mostaganem, Algeria",148
"Alicante, Spain","Napoli, Italy",723
"Alicante, Spain","Navarino Bay, Greece",1065
"Alicante, Spain","Odessa, Ukraine",1888
"Alicante, Spain","Oran, Algeria",159
"Alicante, Spain","Palermo, Sicily",667
"Alicante, Spain","Palermo, Sicily, Italy",667
"Alicante, Spain","Palma, Balearic Islands",173
"Alicante, Spain","Piraievs, Greece",1186
"Alicante, Spain","Port Said, Egypt",1680
"Alicante, Spain","Rijeka, Croatia",1375
"Alicante, Spain","Savona, Italy",549
"Alicante, Spain","Sibenik, Croatia",1249
"Alicante, Spain","Siracusa, Sicily",792
"Alicante, Spain","Siracusa, Sicily, Italy",792
"Alicante, Spain","Split, Croatia",1234
"Alicante, Spain","St. Louis Du Rhone, France",395
"Alicante, Spain",Strait Of Gibraltar,317
"Alicante, Spain","Tarabulus, Libya",832
"Alicante, Spain","Taranto, Italy",995
"Alicante, Spain","Thessaloniki, Greece",1435
"Alicante, Spain","Toulon, France",418
"Alicante, Spain","Trieste, Italy",1409
"Alicante, Spain","Tunis, Tunisia",558
"Alicante, Spain","Valencia, Spain",98
"Alicante, Spain","Valletta, Malta",743
"Alicante, Spain","Venezia, Italy",1418
"Alicante, Spain","Villa Sanjurjo, Morocco",260
"Alicante, Spain","Volos, Greece",1376
"Alicante, Spain","Zelinika, Montenegro",1232
"Almeria, Spain","Alicante, Spain",155
"Almeria, Spain","Barcelona, Spain",371
"Almeria, Spain","Catania, Sicily",919
"Almeria, Spain","Istanbul, Turkey",1642
"Almeria, Spain","Kerch, Georgia",2094
"Almeria, Spain","Kerch, Ukraine",2077
"Almeria, Spain","Nice, France",627
"Almeria, Spain","Palma, Balearic Islands",308
"Almeria, Spain","Port Said, Egypt",1780
"Almeria, Spain","Sfax, Tunisia",881
"Almeria, Spain",Strait Of Gibraltar,171
"Almirante, Panama","Barranquilla, Colombia",477
"Almirante, Panama","Cienfuegos, Cuba",788
"Almirante, Panama","Kingston, Jamaica",657
"Almirante, Panama","Panama, Panama",198
"Almirante, Panama",Yucatan Channel,814
"Alvaro Obregon, Mexico","Brighton, Trinidad",2066
"Amapala, Honduras","Acapulco, Mexico",763
"Amapala, Honduras","Antofagasta, Chile",2460
"Amapala, Honduras","Callao, Peru",1665
"Amapala, Honduras","Corinto, Nicaragua",72
"Amapala, Honduras","Golfito, Costa Rica",432
"Amapala, Honduras","Guayaquil, Ecuador",1167
"Amapala, Honduras","Iquique, Chile",2303
"Amapala, Honduras","Lazaro Cardenas, Mexico",988
"Amapala, Honduras","Mazatlan, Mexico",1350
"Amapala, Honduras","Morro Redondo, Mexico",1952
"Amapala, Honduras","Panama, Panama",745
"Amapala, Honduras","Pearl Harbor, Hawaii, United States",4045
"Amapala, Honduras","Puntarenas, Costa Rica",329
"Amapala, Honduras","San Diego, California, United States",2181
"Amapala, Honduras","San Francisco, California, United States",2586
"Amapala, Honduras","San Jose, Guatemala",204
"Amapala, Honduras","Seattle, Washington, United States",3361
"Ambarchik, Russia","Pevek, Russia",201
"Amboim, Angola","Boma, Congo",356
"Amboim, Angola","Cabinda, Cabinda",339
"Amboim, Angola","Casablanca, Morocco",3945
"Ambon, Indonesia","Albatross Bay, Australia",1036
"Ambon, Indonesia","Gove Harbor, Australia",767
"Ambon, Indonesia","Manila, Philippines",1260
"Ambon, Indonesia","Port Darwin, Australia",579
"Ambon, Indonesia","Selat Lombok, Indonesia",819
"Ambon, Indonesia","Senipah Oil Terminal, Indonesia",917
"Ambon, Indonesia","Surabaya, Indonesia",980
"Ambon, Indonesia","Torres Strait, Australia",964
"Amlwch, Wales","Ardrossan, Scotland",145
"Amlwch, Wales","Bishop Rock, England",259
"Amlwch, Wales","Cobh, Ireland",190
"Amlwch, Wales","Fastnet Rock, Ireland",252
"Amlwch, Wales","Inishtrahull, Ireland",183
"Amlwch, Wales","Milford Haven, Wales",112
"Amlwch, Wales","Port Talbot, Wales",171
"Amlwch, Wales","Swansea, Wales",165
"Ampala, Honduras","Golfito, Costa Rica",432
"Amsterdam, Netherlands","Aberdeen, Scotland",380
"Amsterdam, Netherlands","Antwerp, Belgium",148
"Amsterdam, Netherlands","Bergen, Norway",502
"Amsterdam, Netherlands","Bishop Rock, England",481
"Amsterdam, Netherlands","Bremerhaven, Germany",223
"Amsterdam, Netherlands","Cherbourg, France",305
"Amsterdam, Netherlands","Dover, England",161
"Amsterdam, Netherlands","Dundee, Scotland",374
"Amsterdam, Netherlands","Dunkerque, France",135
"Amsterdam, Netherlands","Egersund, Norway",380
"Amsterdam, Netherlands","Esbjerg, Denmark",255
"Amsterdam, Netherlands","Felixstowe, England",144
"Amsterdam, Netherlands","Hamburg, Germany",274
"Amsterdam, Netherlands","Hartlepool, England",260
"Amsterdam, Netherlands","Harwich, England",145
"Amsterdam, Netherlands","Hull, England",212
"Amsterdam, Netherlands","Husnes, Norway",757
"Amsterdam, Netherlands","Ile D’Ouessant, France",465
"Amsterdam, Netherlands","Inverness, Scotland",482
"Amsterdam, Netherlands","King’S Lynn, England",203
"Amsterdam, Netherlands","Kristiansand, Norway",381
"Amsterdam, Netherlands","Le Havre, France",273
